chutes_1,chutes_2,chutes_no_alvo_1,chutes_no_alvo_2,posse_de_bola_1,posse_de_bola_2,passes_1,passes_2,precisao_passes_1,precisao_passes_2,faltas_1,faltas_2,cartao_amarelo_1,cartao_amarelo_2,cartao_vermelho_1,cartao_vermelho_2,impedimentos_1,impedimentos_2,escanteios_1,escanteios_2,resultado
14,6,0,0,0.53,0.47,505,469,0.8034264184397164,0.8052482269503546,17,12,2,2,1,0,1,1,4,2,2
19,10,0,0,0.64,0.36,509,284,0.8034264184397164,0.8052482269503546,12,13,1,3,0,0,0,2,6,3,1
17,8,0,0,0.54,0.46,440,383,0.8034264184397164,0.8052482269503546,22,19,5,2,0,1,1,1,6,5,2
5,10,0,0,0.61,0.39,549,345,0.8034264184397164,0.8052482269503546,10,22,1,3,0,0,4,2,6,2,1
21,8,0,0,0.47,0.53,359,407,0.8034264184397164,0.8052482269503546,23,14,4,5,0,0,0,5,8,8,0
14,20,0,0,0.49,0.51,368,344,0.8034264184397164,0.8052482269503546,16,18,4,4,0,1,1,10,2,10,2
14,8,0,0,0.37,0.63,345,588,0.8034264184397164,0.8052482269503546,18,14,4,1,0,0,1,3,5,2,1
9,14,0,0,0.4,0.6,350,510,0.8034264184397164,0.8052482269503546,11,14,3,3,0,0,1,2,3,7,1
11,14,2,8,0.4,0.6,345,520,0.8034264184397164,0.8052482269503546,11,12,3,0,0,0,6,0,3,8,1
12,7,0,0,0.52,0.48,452,414,0.8034264184397164,0.8052482269503546,14,16,2,2,0,0,3,2,4,3,0
13,13,0,0,0.49,0.51,420,430,0.8034264184397164,0.8052482269503546,12,16,1,0,0,0,2,1,9,4,1
6,14,0,0,0.35,0.65,330,572,0.8034264184397164,0.8052482269503546,9,14,4,4,0,0,1,3,4,9,2
15,5,0,0,0.53,0.47,464,420,0.8034264184397164,0.8052482269503546,10,10,0,0,0,0,0,1,7,3,1
15,4,0,0,0.47,0.53,416,463,0.8034264184397164,0.8052482269503546,19,16,2,2,1,0,1,5,5,5,2
7,18,0,0,0.23,0.77,169,539,0.8034264184397164,0.8052482269503546,17,15,1,4,3,1,2,5,2,4,0
5,16,0,0,0.46,0.54,420,476,0.8034264184397164,0.8052482269503546,15,15,4,0,0,0,1,5,3,4,1
8,15,0,0,0.36,0.64,294,507,0.8034264184397164,0.8052482269503546,17,9,2,1,0,0,1,1,11,9,0
9,18,0,0,0.26,0.74,248,690,0.8034264184397164,0.8052482269503546,12,15,3,3,1,0,0,3,3,5,1
16,7,0,0,0.49,0.51,312,351,0.8034264184397164,0.8052482269503546,20,14,6,3,0,0,2,2,11,1,0
20,7,0,0,0.47,0.53,402,437,0.8034264184397164,0.8052482269503546,24,13,5,6,1,0,0,2,9,5,2
10,12,0,0,0.48,0.52,365,363,0.8034264184397164,0.8052482269503546,22,19,4,2,0,0,3,1,1,4,2
12,12,0,0,0.44,0.56,448,517,0.8034264184397164,0.8052482269503546,9,9,0,1,0,0,3,0,1,7,0
10,12,0,0,0.47,0.53,406,438,0.8034264184397164,0.8052482269503546,20,23,2,1,1,0,0,0,2,4,2
11,11,0,0,0.62,0.38,587,369,0.8034264184397164,0.8052482269503546,17,16,3,3,0,0,3,2,5,2,1
7,8,0,0,0.54,0.46,426,367,0.8034264184397164,0.8052482269503546,23,21,2,5,1,1,0,2,3,3,1
12,14,0,0,0.49,0.51,407,403,0.8034264184397164,0.8052482269503546,9,7,2,2,0,0,1,2,6,10,0
11,15,0,0,0.52,0.48,462,431,0.8034264184397164,0.8052482269503546,9,11,1,1,0,0,3,2,2,2,1
15,14,0,0,0.44,0.56,473,604,0.8034264184397164,0.8052482269503546,6,7,3,0,0,0,2,0,6,4,0
16,9,5,3,0.47,0.53,376,426,0.8034264184397164,0.8052482269503546,24,11,4,1,0,0,2,1,7,3,0
19,10,0,0,0.4,0.6,382,591,0.8034264184397164,0.8052482269503546,8,6,3,1,0,0,0,1,6,5,1
7,9,0,0,0.45,0.55,305,361,0.8034264184397164,0.8052482269503546,10,13,2,4,0,0,3,2,6,2,0
10,10,0,0,0.46,0.54,360,412,0.8034264184397164,0.8052482269503546,18,10,3,3,0,0,1,2,3,7,1
25,7,0,0,0.62,0.38,514,322,0.8034264184397164,0.8052482269503546,13,26,4,7,0,0,0,0,4,3,2
15,4,0,0,0.53,0.47,424,382,0.8034264184397164,0.8052482269503546,19,18,4,3,0,1,3,5,4,4,1
7,13,0,0,0.31,0.69,267,595,0.8034264184397164,0.8052482269503546,17,10,1,0,0,0,3,2,6,8,1
20,16,0,0,0.62,0.38,531,333,0.8034264184397164,0.8052482269503546,15,22,2,5,0,0,0,1,10,2,1
12,16,0,0,0.35,0.65,278,499,0.8034264184397164,0.8052482269503546,17,16,2,5,1,0,4,3,3,9,0
14,12,0,0,0.48,0.52,460,473,0.8034264184397164,0.8052482269503546,13,11,3,3,0,0,0,1,4,6,2
9,13,0,0,0.51,0.49,440,429,0.8034264184397164,0.8052482269503546,12,13,1,2,0,0,3,1,7,3,2
17,14,0,0,0.56,0.44,423,351,0.8034264184397164,0.8052482269503546,20,18,2,2,0,0,2,4,13,6,1
13,6,3,2,0.43,0.57,336,440,0.8034264184397164,0.8052482269503546,17,19,3,2,0,0,0,1,2,3,1
12,13,0,0,0.35,0.65,326,581,0.8034264184397164,0.8052482269503546,19,18,2,2,0,0,2,2,3,2,1
8,9,0,0,0.51,0.49,489,449,0.8034264184397164,0.8052482269503546,11,12,5,2,0,0,2,0,1,11,2
7,15,0,0,0.67,0.33,555,262,0.8034264184397164,0.8052482269503546,11,19,3,4,0,0,6,3,3,5,0
9,12,2,9,0.51,0.49,392,372,0.8034264184397164,0.8052482269503546,14,19,1,3,0,0,3,0,5,6,2
5,16,0,0,0.52,0.48,488,423,0.8034264184397164,0.8052482269503546,5,13,2,1,0,0,1,1,2,7,2
10,7,0,0,0.37,0.63,217,362,0.8034264184397164,0.8052482269503546,23,16,4,2,0,0,0,0,1,6,2
13,16,0,0,0.44,0.56,477,592,0.8034264184397164,0.8052482269503546,7,11,1,1,0,0,2,1,1,3,1
14,13,0,0,0.56,0.44,425,348,0.8034264184397164,0.8052482269503546,12,15,1,2,0,0,1,4,6,5,1
12,10,0,0,0.53,0.47,437,398,0.8034264184397164,0.8052482269503546,15,4,4,2,0,1,0,2,11,11,0
8,7,0,0,0.41,0.59,354,474,0.8034264184397164,0.8052482269503546,14,12,2,2,0,0,2,2,3,6,0
17,8,0,0,0.73,0.27,627,245,0.8034264184397164,0.8052482269503546,12,21,2,3,0,0,2,3,10,0,2
9,8,0,0,0.53,0.47,415,368,0.8034264184397164,0.8052482269503546,22,22,1,5,0,0,2,0,5,5,0
9,14,0,0,0.59,0.41,432,284,0.8034264184397164,0.8052482269503546,17,22,4,2,0,0,1,2,2,9,1
9,10,0,0,0.4,0.6,348,498,0.8034264184397164,0.8052482269503546,14,14,3,4,0,0,2,1,5,7,1
7,12,0,0,0.55,0.45,437,379,0.8034264184397164,0.8052482269503546,12,6,1,0,0,0,0,2,8,3,1
14,6,0,0,0.57,0.43,464,357,0.8034264184397164,0.8052482269503546,8,10,2,5,0,2,2,3,9,6,1
11,14,0,0,0.55,0.45,438,379,0.8034264184397164,0.8052482269503546,16,16,2,2,0,0,4,0,6,6,1
14,13,0,0,0.44,0.56,372,477,0.8034264184397164,0.8052482269503546,13,10,2,2,0,0,4,2,2,5,1
11,12,0,0,0.62,0.38,490,294,0.8034264184397164,0.8052482269503546,19,17,4,3,0,0,2,3,5,9,1
9,9,0,0,0.62,0.38,407,260,0.8034264184397164,0.8052482269503546,23,19,3,7,0,1,2,1,5,5,1
5,18,0,0,0.45,0.55,364,416,0.8034264184397164,0.8052482269503546,12,15,0,2,1,0,2,2,6,3,2
14,7,0,0,0.48,0.52,405,437,0.8034264184397164,0.8052482269503546,15,27,3,4,0,0,2,0,4,0,1
13,14,0,0,0.46,0.54,426,538,0.8034264184397164,0.8052482269503546,12,13,3,1,0,0,0,2,8,3,1
8,19,0,0,0.34,0.66,278,488,0.8034264184397164,0.8052482269503546,18,16,4,2,0,0,4,0,2,13,2
18,11,0,0,0.61,0.39,490,324,0.8034264184397164,0.8052482269503546,8,17,1,4,0,0,3,1,5,6,1
14,7,0,0,0.48,0.52,307,334,0.8034264184397164,0.8052482269503546,26,21,5,6,0,0,2,0,4,5,2
12,15,0,0,0.57,0.43,498,369,0.8034264184397164,0.8052482269503546,8,19,2,2,0,0,5,2,5,5,0
14,12,0,0,0.47,0.53,367,385,0.8034264184397164,0.8052482269503546,14,21,3,3,0,0,0,3,4,9,2
9,14,0,0,0.44,0.56,315,402,0.8034264184397164,0.8052482269503546,17,13,2,1,0,0,0,2,3,7,0
15,9,0,0,0.54,0.46,414,374,0.8034264184397164,0.8052482269503546,8,17,0,3,0,0,1,2,6,4,1
7,16,0,0,0.49,0.51,458,446,0.8034264184397164,0.8052482269503546,13,13,0,1,1,1,0,3,3,6,1
21,9,0,0,0.51,0.49,376,382,0.8034264184397164,0.8052482269503546,16,11,2,2,0,1,3,1,8,4,1
14,10,0,0,0.49,0.51,412,443,0.8034264184397164,0.8052482269503546,6,11,1,2,0,0,4,0,9,1,2
11,8,0,0,0.58,0.42,464,342,0.8034264184397164,0.8052482269503546,12,16,1,3,0,0,4,1,4,0,1
4,21,0,0,0.3,0.7,217,478,0.8034264184397164,0.8052482269503546,27,17,3,2,0,0,0,8,2,9,1
14,8,0,0,0.41,0.59,289,444,0.8034264184397164,0.8052482269503546,18,18,4,6,1,2,2,5,6,3,0
13,19,0,0,0.38,0.62,267,423,0.8034264184397164,0.8052482269503546,11,15,5,1,1,0,3,0,5,4,2
3,18,0,0,0.54,0.46,526,436,0.8034264184397164,0.8052482269503546,15,9,3,3,0,0,0,4,5,3,0
13,10,0,0,0.58,0.42,445,320,0.8034264184397164,0.8052482269503546,15,17,4,1,0,1,1,6,7,8,0
19,11,0,0,0.54,0.46,442,386,0.8034264184397164,0.8052482269503546,24,12,3,2,0,0,9,0,6,4,1
10,13,0,0,0.52,0.48,336,314,0.8034264184397164,0.8052482269503546,17,17,5,0,0,0,2,0,7,2,1
6,20,0,0,0.41,0.59,352,488,0.8034264184397164,0.8052482269503546,11,14,3,2,0,0,2,3,3,5,1
13,7,0,0,0.59,0.41,517,375,0.8034264184397164,0.8052482269503546,8,16,2,5,0,0,2,1,9,0,1
13,13,0,0,0.42,0.58,293,407,0.8034264184397164,0.8052482269503546,23,16,6,1,0,0,0,4,4,4,1
15,11,0,0,0.33,0.67,228,479,0.8034264184397164,0.8052482269503546,14,10,1,1,0,0,1,2,4,3,1
9,16,0,0,0.41,0.59,306,404,0.8034264184397164,0.8052482269503546,17,18,3,2,0,0,0,1,6,8,2
7,10,3,1,0.42,0.58,340,462,0.8034264184397164,0.8052482269503546,16,21,0,4,0,0,1,2,3,5,1
19,5,0,0,0.49,0.51,365,384,0.8034264184397164,0.8052482269503546,7,20,2,5,0,0,5,3,11,0,0
13,17,0,0,0.37,0.63,367,620,0.8034264184397164,0.8052482269503546,10,9,5,1,0,0,6,3,4,6,1
10,12,0,0,0.43,0.57,306,388,0.8034264184397164,0.8052482269503546,19,16,5,4,0,0,1,2,0,8,0
12,14,0,0,0.51,0.49,474,462,0.8034264184397164,0.8052482269503546,4,14,3,3,1,0,1,0,11,9,1
11,17,0,0,0.54,0.46,379,330,0.8034264184397164,0.8052482269503546,14,29,3,4,0,0,2,1,1,5,2
14,14,0,0,0.45,0.55,280,348,0.8034264184397164,0.8052482269503546,24,16,1,3,1,0,4,2,5,3,1
21,6,8,0,0.49,0.51,426,430,0.8034264184397164,0.8052482269503546,13,14,2,1,0,0,1,0,7,3,1
9,17,3,10,0.54,0.46,428,369,0.8034264184397164,0.8052482269503546,27,30,3,3,0,0,2,2,2,6,1
12,11,0,0,0.44,0.56,389,470,0.8034264184397164,0.8052482269503546,12,11,1,2,0,0,1,5,5,7,2
17,16,0,0,0.48,0.52,401,427,0.8034264184397164,0.8052482269503546,11,16,1,1,1,0,3,2,4,7,0
17,8,0,0,0.63,0.37,459,286,0.8034264184397164,0.8052482269503546,19,24,0,2,0,0,0,0,5,1,2
15,21,0,0,0.57,0.43,489,369,0.8034264184397164,0.8052482269503546,17,13,3,2,0,1,2,1,5,3,2
16,10,0,0,0.61,0.39,559,374,0.8034264184397164,0.8052482269503546,9,8,0,1,0,0,4,1,3,1,1
11,7,0,0,0.44,0.56,429,545,0.8034264184397164,0.8052482269503546,13,8,0,0,0,1,1,1,4,7,1
20,12,9,4,0.54,0.46,478,427,0.8034264184397164,0.8052482269503546,4,21,1,3,0,0,2,1,7,5,2
15,9,0,0,0.62,0.38,461,279,0.8034264184397164,0.8052482269503546,11,18,1,2,0,0,5,1,4,4,1
16,8,0,0,0.38,0.62,281,485,0.8034264184397164,0.8052482269503546,24,20,5,2,0,0,3,1,4,4,0
9,14,0,0,0.47,0.53,433,452,0.8034264184397164,0.8052482269503546,9,15,1,2,0,0,1,1,1,11,2
10,12,0,0,0.53,0.47,397,367,0.8034264184397164,0.8052482269503546,17,16,1,2,0,0,1,1,2,4,0
8,8,0,0,0.56,0.44,509,397,0.8034264184397164,0.8052482269503546,19,20,3,1,0,1,1,6,1,6,1
11,20,0,0,0.47,0.53,416,454,0.8034264184397164,0.8052482269503546,16,12,2,1,0,0,4,4,9,3,0
15,12,0,0,0.6,0.4,525,344,0.8034264184397164,0.8052482269503546,21,17,3,4,0,1,1,2,3,3,2
15,17,0,0,0.56,0.44,485,363,0.8034264184397164,0.8052482269503546,11,14,4,4,0,0,0,0,5,8,2
7,17,0,0,0.41,0.59,409,552,0.8034264184397164,0.8052482269503546,12,15,1,2,0,0,2,0,5,6,1
9,16,0,0,0.43,0.57,415,541,0.8034264184397164,0.8052482269503546,15,10,2,1,0,0,2,3,2,4,1
10,15,0,0,0.51,0.49,315,325,0.8034264184397164,0.8052482269503546,16,16,3,3,0,0,1,0,4,3,0
11,2,0,0,0.49,0.51,330,354,0.8034264184397164,0.8052482269503546,17,20,5,3,0,0,0,2,4,7,1
11,6,0,0,0.64,0.36,424,247,0.8034264184397164,0.8052482269503546,13,29,2,5,0,0,3,2,7,6,0
11,6,0,0,0.52,0.48,506,474,0.8034264184397164,0.8052482269503546,12,12,0,0,0,1,0,1,6,1,1
9,16,0,0,0.41,0.59,363,497,0.8034264184397164,0.8052482269503546,15,11,0,1,0,0,1,5,2,11,2
5,17,0,0,0.44,0.56,341,402,0.8034264184397164,0.8052482269503546,12,13,4,3,1,0,1,2,4,7,0
8,13,0,0,0.54,0.46,325,281,0.8034264184397164,0.8052482269503546,18,15,3,3,1,0,3,6,4,6,1
14,13,5,3,0.52,0.48,472,444,0.8034264184397164,0.8052482269503546,22,18,4,2,1,0,2,0,5,13,2
14,14,0,0,0.34,0.66,267,520,0.8034264184397164,0.8052482269503546,16,12,3,3,0,0,3,2,4,5,1
11,13,0,0,0.55,0.45,439,360,0.8034264184397164,0.8052482269503546,20,20,2,4,0,0,0,4,4,6,1
10,10,0,0,0.33,0.67,331,698,0.8034264184397164,0.8052482269503546,17,5,3,0,0,0,2,1,7,6,1
21,18,0,0,0.41,0.59,322,467,0.8034264184397164,0.8052482269503546,10,21,2,1,0,0,1,1,4,7,1
18,13,3,5,0.4,0.6,351,522,0.8034264184397164,0.8052482269503546,14,12,3,3,0,0,2,3,5,6,2
11,13,0,0,0.35,0.65,323,581,0.8034264184397164,0.8052482269503546,14,16,0,1,0,0,1,4,2,5,1
18,13,0,0,0.44,0.56,446,577,0.8034264184397164,0.8052482269503546,5,12,1,2,0,0,4,0,6,2,1
13,13,0,0,0.31,0.69,243,562,0.8034264184397164,0.8052482269503546,14,13,2,4,0,0,4,2,10,6,2
15,9,0,0,0.57,0.43,422,333,0.8034264184397164,0.8052482269503546,29,13,1,4,0,0,1,3,8,2,2
11,9,0,0,0.45,0.55,203,237,0.8034264184397164,0.8052482269503546,19,22,2,3,0,1,8,3,7,11,0
13,8,0,0,0.48,0.52,426,460,0.8034264184397164,0.8052482269503546,8,16,2,3,0,1,1,2,8,4,1
15,21,0,0,0.53,0.47,410,369,0.8034264184397164,0.8052482269503546,15,13,4,2,0,0,3,3,13,13,1
12,11,0,0,0.62,0.38,484,316,0.8034264184397164,0.8052482269503546,20,18,1,1,0,0,4,0,5,3,2
7,13,0,0,0.32,0.68,262,534,0.8034264184397164,0.8052482269503546,24,18,4,4,0,0,2,3,1,5,2
12,14,0,0,0.53,0.47,395,363,0.8034264184397164,0.8052482269503546,15,13,4,2,2,0,4,5,4,1,0
11,14,0,0,0.4,0.6,265,392,0.8034264184397164,0.8052482269503546,12,13,4,1,0,0,1,0,6,8,1
8,21,0,0,0.37,0.63,293,499,0.8034264184397164,0.8052482269503546,21,20,4,3,1,0,2,3,4,9,1
11,18,0,0,0.57,0.43,433,318,0.8034264184397164,0.8052482269503546,14,16,2,4,1,0,7,4,3,9,1
18,10,0,0,0.45,0.55,418,516,0.8034264184397164,0.8052482269503546,7,9,0,0,0,0,3,4,5,5,1
11,13,0,0,0.41,0.59,327,471,0.8034264184397164,0.8052482269503546,11,20,1,2,1,0,1,2,3,6,0
14,14,0,0,0.6,0.4,442,305,0.8034264184397164,0.8052482269503546,15,12,3,1,0,1,0,6,6,8,0
15,10,0,0,0.49,0.51,433,438,0.8034264184397164,0.8052482269503546,13,20,1,2,0,0,2,1,2,1,0
18,12,0,0,0.73,0.27,629,242,0.8034264184397164,0.8052482269503546,16,12,3,3,0,0,3,1,6,2,0
13,11,0,0,0.43,0.57,322,419,0.8034264184397164,0.8052482269503546,21,13,4,2,0,0,2,0,6,4,1
13,19,0,0,0.51,0.49,459,441,0.8034264184397164,0.8052482269503546,10,10,2,2,0,0,0,3,3,9,1
14,6,0,0,0.51,0.49,400,397,0.8034264184397164,0.8052482269503546,13,15,1,3,0,0,3,1,4,5,0
8,21,0,0,0.46,0.54,306,338,0.8034264184397164,0.8052482269503546,10,21,4,4,0,1,1,3,9,7,2
12,15,0,0,0.41,0.59,360,501,0.8034264184397164,0.8052482269503546,23,19,3,3,0,0,2,0,3,8,0
9,13,0,0,0.56,0.44,515,400,0.8034264184397164,0.8052482269503546,11,6,2,3,0,0,2,2,5,5,1
10,8,0,0,0.37,0.63,282,480,0.8034264184397164,0.8052482269503546,13,21,3,3,0,1,2,1,3,5,1
7,20,0,0,0.46,0.54,411,461,0.8034264184397164,0.8052482269503546,20,10,2,3,0,0,2,3,5,10,0
19,12,0,0,0.65,0.35,526,289,0.8034264184397164,0.8052482269503546,16,26,1,4,0,0,0,6,4,2,1
8,14,0,0,0.43,0.57,369,486,0.8034264184397164,0.8052482269503546,13,20,3,4,1,0,0,1,3,3,0
10,4,0,0,0.48,0.52,333,371,0.8034264184397164,0.8052482269503546,19,27,1,1,0,1,0,1,8,2,1
4,21,0,0,0.43,0.57,387,504,0.8034264184397164,0.8052482269503546,13,12,3,2,0,0,1,2,2,3,1
4,15,0,0,0.43,0.57,397,522,0.8034264184397164,0.8052482269503546,10,11,3,5,0,0,3,0,3,3,1
13,8,0,0,0.45,0.55,399,484,0.8034264184397164,0.8052482269503546,14,17,6,3,0,0,4,2,8,4,1
6,7,0,0,0.7,0.3,495,225,0.8034264184397164,0.8052482269503546,22,27,3,3,0,0,4,4,6,2,2
11,14,0,0,0.66,0.34,438,234,0.8034264184397164,0.8052482269503546,17,17,5,3,0,0,0,2,4,3,2
16,9,0,0,0.47,0.53,307,349,0.8034264184397164,0.8052482269503546,14,12,3,2,0,0,1,3,10,2,1
10,17,0,0,0.6,0.4,546,372,0.8034264184397164,0.8052482269503546,14,16,3,1,0,0,1,2,4,2,1
13,7,0,0,0.54,0.46,341,314,0.8034264184397164,0.8052482269503546,12,13,3,1,0,0,3,3,7,4,2
14,15,0,0,0.35,0.65,304,559,0.8034264184397164,0.8052482269503546,20,16,1,0,0,0,4,1,5,1,2
15,12,0,0,0.51,0.49,442,440,0.8034264184397164,0.8052482269503546,10,10,1,0,0,0,3,4,5,7,1
14,10,0,0,0.6,0.4,553,364,0.8034264184397164,0.8052482269503546,7,11,0,0,0,0,2,0,5,4,1
14,4,0,0,0.48,0.52,358,402,0.8034264184397164,0.8052482269503546,21,12,4,2,0,0,4,2,9,5,2
13,6,0,0,0.51,0.49,381,399,0.8034264184397164,0.8052482269503546,11,13,2,1,0,0,4,2,9,3,1
17,8,0,0,0.39,0.61,262,421,0.8034264184397164,0.8052482269503546,16,18,4,4,0,0,0,1,7,5,1
6,6,0,0,0.64,0.36,540,309,0.8034264184397164,0.8052482269503546,21,12,1,4,0,0,0,1,3,2,2
11,14,0,0,0.22,0.78,216,761,0.8034264184397164,0.8052482269503546,14,11,2,2,0,0,1,2,2,4,0
7,6,0,0,0.53,0.47,327,295,0.8034264184397164,0.8052482269503546,15,20,0,1,1,0,3,1,3,4,0
1,11,0,0,0.44,0.56,437,553,0.8034264184397164,0.8052482269503546,15,18,1,2,1,0,3,2,4,4,1
12,4,6,0,0.65,0.35,577,316,0.8034264184397164,0.8052482269503546,14,17,1,3,0,1,2,0,8,1,1
23,12,0,0,0.4,0.6,361,517,0.8034264184397164,0.8052482269503546,18,12,2,2,0,0,3,5,4,2,1
15,6,0,0,0.51,0.49,444,442,0.8034264184397164,0.8052482269503546,19,23,1,2,0,2,1,4,5,0,1
7,11,0,0,0.38,0.62,227,380,0.8034264184397164,0.8052482269503546,11,17,3,0,0,0,6,1,6,1,1
11,6,0,0,0.67,0.33,590,310,0.8034264184397164,0.8052482269503546,7,10,1,5,0,0,3,3,7,4,2
14,17,0,0,0.61,0.39,490,317,0.8034264184397164,0.8052482269503546,9,8,0,0,0,0,4,2,15,8,2
20,13,0,0,0.46,0.54,332,376,0.8034264184397164,0.8052482269503546,21,8,5,2,0,0,1,1,9,6,0
6,15,0,0,0.39,0.61,391,579,0.8034264184397164,0.8052482269503546,20,12,4,1,0,0,3,2,2,10,0
6,12,0,0,0.31,0.69,227,494,0.8034264184397164,0.8052482269503546,20,14,3,3,1,0,1,1,4,9,0
11,11,0,0,0.66,0.34,497,268,0.8034264184397164,0.8052482269503546,16,21,4,3,0,0,3,3,6,4,1
10,15,0,0,0.42,0.58,341,462,0.8034264184397164,0.8052482269503546,23,20,5,3,0,0,0,0,5,6,0
13,17,0,0,0.3,0.7,229,533,0.8034264184397164,0.8052482269503546,14,11,1,3,0,0,1,1,4,5,0
4,12,0,0,0.41,0.59,451,622,0.8034264184397164,0.8052482269503546,15,12,2,5,0,0,3,6,1,2,1
9,25,0,0,0.42,0.58,391,523,0.8034264184397164,0.8052482269503546,18,7,3,1,0,0,1,3,5,14,0
10,13,0,0,0.34,0.66,270,529,0.8034264184397164,0.8052482269503546,20,24,4,4,1,0,5,3,5,5,1
9,18,0,0,0.38,0.62,313,495,0.8034264184397164,0.8052482269503546,26,12,4,0,0,0,1,3,2,6,1
17,12,0,0,0.54,0.46,406,362,0.8034264184397164,0.8052482269503546,11,16,4,6,0,1,0,2,11,5,2
14,20,0,0,0.56,0.44,535,434,0.8034264184397164,0.8052482269503546,8,17,2,3,0,0,4,4,5,11,1
19,13,0,0,0.44,0.56,443,537,0.8034264184397164,0.8052482269503546,10,14,2,3,0,0,5,1,1,10,0
8,13,0,0,0.54,0.46,484,403,0.8034264184397164,0.8052482269503546,12,21,3,2,1,0,1,2,2,7,0
10,16,3,4,0.34,0.66,333,645,0.8034264184397164,0.8052482269503546,8,12,2,2,0,0,5,1,3,5,1
12,8,0,0,0.37,0.63,318,536,0.8034264184397164,0.8052482269503546,24,10,1,4,0,1,3,3,5,2,0
7,12,0,0,0.46,0.54,373,420,0.8034264184397164,0.8052482269503546,18,22,1,4,1,0,3,1,1,4,0
20,9,0,0,0.66,0.34,537,282,0.8034264184397164,0.8052482269503546,15,16,3,2,0,0,1,3,7,1,1
11,13,0,0,0.49,0.51,407,419,0.8034264184397164,0.8052482269503546,12,18,2,2,0,0,1,0,3,6,0
14,15,0,0,0.47,0.53,360,390,0.8034264184397164,0.8052482269503546,12,20,0,1,0,0,3,1,4,8,1
6,14,0,0,0.42,0.58,411,562,0.8034264184397164,0.8052482269503546,15,23,3,3,0,0,1,0,3,5,1
10,11,0,0,0.48,0.52,426,430,0.8034264184397164,0.8052482269503546,13,14,1,3,0,0,1,3,5,7,1
15,10,0,0,0.55,0.45,530,449,0.8034264184397164,0.8052482269503546,8,14,1,5,0,0,0,1,5,4,2
6,27,0,0,0.34,0.66,293,544,0.8034264184397164,0.8052482269503546,9,7,1,1,0,0,1,1,4,15,0
10,11,8,4,0.48,0.52,426,447,0.8034264184397164,0.8052482269503546,17,17,2,1,0,0,3,1,7,5,1
4,17,0,0,0.34,0.66,298,527,0.8034264184397164,0.8052482269503546,19,16,4,1,0,0,1,0,1,9,0
6,18,0,0,0.39,0.61,346,518,0.8034264184397164,0.8052482269503546,13,19,1,2,1,0,1,1,2,8,2
11,12,0,0,0.56,0.44,581,479,0.8034264184397164,0.8052482269503546,7,12,2,1,0,0,4,0,8,1,2
6,15,0,3,0.56,0.44,459,377,0.8034264184397164,0.8052482269503546,17,16,1,1,0,0,0,0,7,2,1
16,16,0,0,0.43,0.57,342,447,0.8034264184397164,0.8052482269503546,21,18,4,6,0,0,1,2,4,5,0
8,15,0,0,0.55,0.45,403,335,0.8034264184397164,0.8052482269503546,21,18,5,2,0,0,3,3,2,13,1
13,12,0,0,0.45,0.55,471,572,0.8034264184397164,0.8052482269503546,18,19,3,0,0,0,4,1,2,4,1
11,13,0,0,0.51,0.49,454,457,0.8034264184397164,0.8052482269503546,14,9,1,1,0,0,0,2,5,5,2
13,9,0,1,0.52,0.48,449,418,0.8034264184397164,0.8052482269503546,15,30,2,5,0,0,4,3,4,7,1
15,19,0,0,0.49,0.51,376,387,0.8034264184397164,0.8052482269503546,23,17,5,4,0,0,1,1,9,6,2
8,17,0,0,0.52,0.48,385,368,0.8034264184397164,0.8052482269503546,25,15,5,2,1,0,1,2,6,2,2
3,14,0,0,0.33,0.67,331,648,0.8034264184397164,0.8052482269503546,14,14,2,0,0,0,3,0,3,7,1
17,11,0,0,0.62,0.38,593,373,0.8034264184397164,0.8052482269503546,16,19,2,5,0,0,4,5,0,2,0
14,5,0,0,0.49,0.51,399,419,0.8034264184397164,0.8052482269503546,23,11,3,1,0,0,2,3,7,9,2
12,17,0,0,0.63,0.37,456,257,0.8034264184397164,0.8052482269503546,19,16,1,2,0,0,1,0,5,5,1
13,14,0,0,0.45,0.55,433,529,0.8034264184397164,0.8052482269503546,15,7,3,1,0,0,2,5,7,3,2
17,5,0,0,0.51,0.49,391,384,0.8034264184397164,0.8052482269503546,14,18,2,3,0,0,1,1,5,2,1
11,16,0,0,0.55,0.45,415,330,0.8034264184397164,0.8052482269503546,19,24,4,5,0,0,1,3,1,4,1
12,10,4,1,0.61,0.39,561,363,0.8034264184397164,0.8052482269503546,12,18,0,2,0,0,0,0,4,2,1
8,12,0,0,0.45,0.55,439,520,0.8034264184397164,0.8052482269503546,12,11,3,0,0,0,0,3,2,3,0
20,6,0,0,0.76,0.24,718,238,0.8034264184397164,0.8052482269503546,13,12,2,5,0,0,1,3,11,3,1
13,18,0,0,0.49,0.51,374,354,0.8034264184397164,0.8052482269503546,14,20,3,2,0,0,2,1,2,9,1
7,11,0,0,0.53,0.47,499,441,0.8034264184397164,0.8052482269503546,12,12,1,1,0,0,2,1,7,5,1
11,10,0,0,0.4,0.6,270,386,0.8034264184397164,0.8052482269503546,16,19,1,6,0,0,1,1,2,5,1
10,12,0,0,0.48,0.52,477,502,0.8034264184397164,0.8052482269503546,17,10,3,1,0,0,2,2,4,2,0
27,8,0,0,0.72,0.28,662,271,0.8034264184397164,0.8052482269503546,14,13,2,4,1,1,0,0,10,2,1
